text,hate label,hashtags,source,user_created,user_friends,user_favourites,is_retweet
these numbers are insane but still still we have,0,"['BlackLivesMatter', 'ChicagoScanner', 'ChicagoRiots', 'Looting']",Twitter for iPhone,01-08-2013 15:34,468,1643,False
the sign originally read white lives matter to you can tell the second o was added haphazardly i am so pissed,0,['BlackLivesMatter'],Twitter for Android,06-11-2018 12:08,14835,50952,False
blm and here we go,0,"['BLM', 'BlackLivesMatter', 'SayTheirNames']",Twitter for Android,17-08-2016 13:02,949,27055,False
i am inspired by many of the activists whose passionate commitment to justice has withstood harsh criticism mischaracteriz,0,['BlackLivesMatter'],Twitter Web App,18-09-2018 13:15,216,21107,False
healing racism starts with an apology blm thequeenapology bl,0,['BlackLivesMatter'],Twitter Web App,12-03-2020 06:21,77,1586,False
thejamsession freshair wcw wednesdayvibes wednesdaywisdom wednesdaythoughts wednesdaymotivation,0,"['나는_샘_오취리와_연대합니다', 'I_Stand_with_Sam_Okyere', 'BlackLivesMatter']",Twitter Web App,18-12-2019 09:02,316,7182,False
6 years ago today ferguson police murdered michael brown they shot him 6 times he had his hands raised in the air i,0,['BlackLivesMatter'],Twitter for Android,02-04-2011 15:18,2557,365436,False
my power is my favorite song from black is king blackisking blm,0,['BlackLivesMatter'],Twitter for Android,20-02-2018 14:25,269,31471,False
i was doing the americanright to protest covid just like blm protested and rioted,0,"['BLM', 'AntifaTerrorists']",Twitter for Android,23-08-2011 04:00,1846,2004,False
great work seen around the world here by own blm,0,['BlackLivesMatter'],Twitter Web App,18-09-2018 13:15,216,21107,False
about being right it is not that care if they are right or not is the excessive reaction when i hear someone s,0,['BlackLivesMatter'],Twitter for Android,25-01-2019 06:40,73,15023,False
15 years for organizing a peaceful protest on top of that the cops ambushed her and are trying to use her as an,0,['PortlandRiots'],Twitter for iPhone,12-10-2012 23:39,770,494,False
it is a great day to wearamask to trustscience to votebymail or remember to voteblue on november 3rd and to do not eve,0,['BlackLivesMatter'],Twitter for iPhone,01-07-2009 08:15,4923,108684,False
does not care about blacklivesmatter or the iconic figures of the movement for justice,0,['BLM'],Twitter for Android,29-11-2017 05:44,525,29525,False
fuckblm blacklivesmatter blm fucktrump black lives matter they have and always will,0,['BlackLivesMatter'],Twitter Web App,02-07-2009 04:46,7989,7396,False
you can listen to and buy my new song free our hearts now on my website,0,['BlackLivesMatter'],Twitter for Android,01-01-2020 13:25,911,2136,False
refreshing to have two of our statues for a few hours at least provide a duty of memory how great riches came,0,['StopFascism'],Twitter Web App,10-08-2010 11:13,3346,142690,False
excited to announce i will tell international film festival is going online 30 august to 09 september more than 50 films,0,"['나는_샘_오취리와_연대합니다', 'I_Stand_with_Sam_Okyere', 'BlackLivesMatter']",Twitter for iPhone,12-06-2018 10:09,379,54978,False
we all saw the size of the crowd at the trump rally in tulsa compared to the blm protests around the usa just si,0,['blacklivesmatter'],Twitter for Android,25-11-2018 23:50,71,7474,False
let my bro speak for me r i p jb goodmorning website comingsoon datboynyce forevernyce rap hiphop dbn,0,"['BlackLivesMatter', 'BLM', 'BurnLootMurder', 'Chicago', 'ChicagoScanner', 'ChicagoRiots']",Twitter Web App,25-03-2020 22:01,2225,9102,False
we are in the streets for blacklivesmatter we are in the streets to defundthepolice,0,['BLM'],Twitter for Android,02-12-2018 19:49,880,34686,False
having dr cole leah and braunwyn really gave the whole special so much dimension please please please watch racein,0,['BlackLivesMatter'],Twitter for iPhone,01-07-2009 08:15,4923,108684,False
truly blown away by the unbelievable talent and passion shown tonight by the countless amazing performers actors in,0,['BlackLivesMatter'],Twitter for Android,28-01-2019 22:44,417,24382,False
a wholly inadequate response it cannot be viewed as anything more than tokenistic at this late stage their apo,0,"['Anonymous', 'BlackLivesMatter', 'ACAB']",Twitter for Android,01-06-2020 13:39,47,291,False
vandalising statues completely unacceptable unless dominic cummings does it says boris johnson newsahoy satire blackli,0,"['BlackLivesMatter', 'BLM', 'BurnLootMurder', 'Chicago', 'ChicagoScanner', 'ChicagoRiots']",Twitter for iPhone,29-03-2017 17:07,1543,2460,False
corner of nw 23rd classen blacklivesmatter isaiahlewis freejuliusjones resignprater,0,"['BlackLivesMatter', 'BLM']",Twitter Web App,09-10-2019 21:06,51,15268,False
,0,"['BlackJoy', 'BlackLivesMatter']",Twitter for Android,20-07-2020 03:46,24,1872,False
trump is attacking usa cities w blm as the target if covid19 became the target for nationwide protest how could,0,['BlackLivesMatter'],Twitter Web App,16-09-2011 17:49,3449,5531,False
the history of juneteenth blacklivesmatter,0,['GeorgeFloyd'],Twitter for Android,24-01-2012 21:24,190,4861,False
activists threw smoke grenades and fireworks to cover their advance the protest crowd has retaken lownsdale park squa,0,['BlackLivesMatter'],Twitter Web App,06-09-2017 03:06,223,8315,False
dear white trash fightracism equalitydiversityinclusion whiteprivilege racistinchief bl,0,['BlackLivesMatter'],Twitter Web App,30-12-2017 02:23,397,4879,False
,0,"['PolishStonewall', 'BlackLivesMatter']",Twitter for Android,22-12-2017 23:40,180,27745,False
watch real discrepancy in how barr reacts to protests by trump suppor via,0,['BlackLivesMatter'],Twitter for iPhone,21-07-2019 21:02,147,24819,False
a bunch of you all was quiet with this blacklivesmatter lol,0,['BlackLivesMatter'],Twitter for Android,24-03-2009 17:39,4978,7067,False
leaving this here for the ados fba crowd judasandtheblackmessiah blacklivesmatter blackpantherparty,0,"['Chicago', 'blm']",Twitter for iPhone,03-01-2020 02:17,22,52,False
democrats have never changed they just changed their costumes morningjoe cnn foxnews antifa portland blm joebide,0,['BlackLivesMatter'],Twitter Web App,01-11-2015 00:31,258,31419,False
protests blacklivesmatter have any of you all considered,0,['BlackLivesMatter'],Twitter for Android,08-12-2009 23:55,2221,6669,False
i do not care if you all are tired of hearing me talk about the current issues going on i am tired of my people bei,0,['BlackLivesMatter'],Twitter for Android,08-02-2014 02:22,1072,112617,False
racism s a disease because what it does is it kills it destroys this is my last ditch attempt to get the message across,0,['BlackLivesMatter'],Twitter for iPhone,01-07-2009 08:15,4923,108684,False
worth reading about how the took immediate action to denounce the comments by its president larry,0,"['JimCrowJoe', 'ObamaBiden', 'MichaelBrown', 'HandsUpDontShoot']",Twitter for Android,10-08-2016 03:19,17541,79298,False
daily reminder it is been 139 days since breonnataylor was murdered and her killers are still walking free arrest,0,['BlackLivesMatter'],Twitter Web App,30-01-2015 16:12,12565,4034,False
in case you missed it here are 6 of our favourite black vegan activists who are inspiring us on the daily follow,0,['BLM'],Twitter Web App,19-04-2020 01:01,31,2329,False
lana hill had her blacklivesmatter sign stolen in cockeysville then after sharing the news on a neighborhood fac,0,['BlackLivesMatter'],Twitter for Android,15-11-2014 22:09,2357,6165,False
be happy in life no matter your situation or background nothing last forever lifelessons givememoney,0,"['Anonymous', 'BlackLivesMatter', 'ACAB']",Twitter Web App,27-11-2014 04:27,68,16,False
you seem to be missing the extremely important role that media and legal observers play at protests we documen,0,['BlackLivesMatter'],Twitter Web App,10-08-2011 02:24,965,79808,False
,0,['BlackLivesMatter'],Twitter Web App,09-07-2009 02:13,4995,27387,False
i have been looking at how diversity is represented in children s books to better inform my children here are some o,0,['BlackLivesMatter'],Twitter for iPhone,12-09-2010 12:27,4868,180942,False
now you are just taunting me the amount of these items i have reported the amount of times i have been promis,0,['Bollywood'],Twitter Web App,31-07-2020 15:09,67,1160,False
gop succeeds wildly in suppressing georgia vote black voters are thwarted with planned statewide suppression attack b,0,['BlackLivesMatter'],Twitter Web App,17-05-2016 00:31,34,318,False
when are people going to wake up and understand that blm does not truly care about black lives bluel,0,['BLM'],Twitter for iPhone,03-04-2013 00:38,627,28079,False
just informed that some tech folks in pdx are organizing a tech bloc at the protests to support blacklivesmatter,0,['BlackLivesMatter'],Twitter for Android,24-03-2009 17:39,4978,7067,False
our public spaces reflect our diversity very well they have got your bame blm graffiti and crap plastered all over,0,"['blacklivesmatter', 'whitelivesmatter', 'hispaniclivesmatter', 'asianlivesmatter']",Twitter for Android,09-03-2017 03:55,69,414,False
ah yes heaven forbid we arrest the lawbreakers er protesters never fear though local police a,0,['BlackLivesMatter'],Twitter for Android,16-08-2013 13:41,1303,311273,False
most definitely shegotitright barrisatraitor disbarbarr blacklivesmatter there is not only discrepancy there i,0,"['BlackLivesMatter', 'LGTBQ']",Twitter for iPhone,12-05-2019 18:35,33407,75627,False
i have just donated to help fund their report on blacklivesmatter will you via,0,['BlackLivesMatter'],Twitter Web App,13-06-2020 14:39,242,1746,False
hmm john lewis and obama did not support blacklivesmatter they want trump out of office you all use,0,['BlackLivesMatter'],Twitter for iPhone,03-04-2013 00:38,627,28079,False
commission work blacklivesmatter blm blackownedbusinesses,0,['BlackLivesMatter'],Twitter for Android,25-08-2019 22:37,538,11990,False
absolutely pathetic i have no words 나는_샘_오취리와_연대합니다 i_stand_with_sam_okyere blacklivesmatter,0,['BlackLivesMatter'],Twitter for iPhone,22-12-2016 01:40,4969,9787,False
have you seen our latest article in have been sharing the focus,0,"['BLM', 'antifa']",Twitter for iPhone,28-06-2014 18:31,9144,2127,False
this is why w,0,['BLM'],Twitter Web App,10-07-2018 10:29,37,7756,False
,0,"['MutualAid', 'TransCrowdFund', 'BlackLivesMatter', 'BlackTransLivesMatter', 'DisabilityIsntAShame']",Twitter for iPhone,02-05-2018 13:25,165,13891,False
shieldlines have formed ppb briefly rushed out and arrested one person i have been told he made have been a journali,0,['BlackLivesMatter'],Twitter Web App,21-04-2009 11:13,8271,67288,False
just to wake you a lot of people have woke up and know the truth i would not push it a lot of poli,0,['BlackLivesMatter'],Twitter for iPhone,12-05-2009 11:46,793,2480,False
8 minutes 46 seconds a short time can feel like an eternity georgefloyd blacklivesmatter,0,['Trump'],Twitter Web App,27-10-2009 20:42,535,6755,False
blacklivesmatter historical fact republicans and trump are on your side please for all our colors and country l,0,['BLACKLIVESMATTER'],Twitter for iPhone,09-01-2020 10:30,175,5974,False
i realize there are not as much black lives matter commercial and ads when you watching,0,['BlackLivesMatter'],Twitter for iPhone,26-12-2014 08:58,672,10002,False
sexual position number 47 the george floyd georgefloydprotests blacklivesmatter,0,['BlackLivesMatter'],Twitter for iPhone,19-04-2020 03:25,602,1598,False
still every day i learn something new about how i was fckn lied to my whole life about the history of this country and it,0,['BlackLivesMatter'],Twitter for iPhone,12-12-2011 04:15,848,136700,False
this is not anti anything this is pro everything blacklivesmatter,0,['BLM'],Twitter Web App,27-11-2018 02:54,302,122,False
the amount of ignorance in the majority of responses here is astounding posting some personal photos,0,"['MeToo', 'BLM']",Twitter for Android,15-09-2011 00:43,216,4505,False
can you all please use this hashtag so we can get it trending we got to help sam out 나는_샘_오취리와_연대합니다 i_stand_with_sam_o,0,"['BlackLivesMatter', 'BLM', 'BurnLootMurder', 'Chicago', 'ChicagoScanner', 'ChicagoRiots']",Twitter Web App,25-03-2020 22:01,2225,9102,False
blm nevermind defundthepolice i say disarm the police take their guns away abcnews cnn bbcnews,0,['BLM'],Twitter for Android,18-06-2015 23:51,85,2708,False
michael porter jr the melato kevin mpj blm nbatwitter nba2k20,0,['BlackLivesMatter'],Twitter for iPhone,12-12-2011 04:15,848,136700,False
i am about to shoot this n ga says a black woman confronted by blm at an illegal street protest in dc today they throw pr,0,"['Solidarity', 'BlackLivesMatter']",Twitter for iPad,25-11-2015 11:18,6417,50443,False
blacklivesmatter still what if it was one of your love one s whatever affects one directly affects all,0,['BlackLivesMatter'],Twitter for iPad,02-11-2012 23:55,2676,56914,False
paulmukairu makes history with antalyaspor nigeria football turkey blacklivesmatter coronavirus stayhome,0,['BlackLivesMatter'],Twitter for Android,18-06-2014 09:45,521,62958,False
bodjuly2020 introduces patient staff experience report board queries current mechanisms for colla,0,['BlackLivesMatter'],Twitter for iPhone,30-03-2009 16:11,4917,42058,False
you click on the donate button the money goes to dnc same thing when yo,0,"['MeToo', 'BLM']",Twitter for Android,12-02-2012 18:30,397,3945,False
although it is no tt anymore blacklivesmatter,0,['BlackLivesMatter'],Twitter Web App,28-06-2016 22:16,1964,62027,False
i am officially the social media specialist for god is good i can leadonclimate with,0,['BlackLivesMatter'],Twitter for iPhone,12-12-2011 04:15,848,136700,False
with plans of starting college 18 year old michaelbrown s life came to an unexpected end today we remember mr b,0,['BlackLivesMatter'],Twitter for iPhone,21-07-2019 21:02,147,24819,False
it is a tremendous honour to have organizer of the kw solidarity march for blacklivesmatter to help continue th,0,['BlackLivesMatter'],Twitter for Android,17-05-2019 21:00,855,86031,False
,0,['BlackLivesMatter'],Twitter for Android,04-12-2019 09:55,265,3626,False
do not get cnainsurance affiliates keep denying coverage sleazebags do not be duped by cna insurance just keep g,0,['BlackLivesMatter'],Twitter for Android,18-05-2016 23:50,3479,123089,False
just once i would like to see one of the players talk about or reference what is going on in hong kong it is,0,['BlackLivesMatter'],Twitter for iPad,08-01-2013 12:48,1663,23327,False
i saw a story this morning about a concert you portrayed them as villains had this,0,['BlackLivesMatter'],Twitter for Android,21-10-2013 02:58,612,7920,False
proof blm protesters in minden nv today were not locals blacklivesmatter should not bus agitators in to northern,0,['BlackLivesMatter'],Twitter Web App,19-01-2013 08:38,39,57,False
blacklivesmatter is not a debatable issue it is not an issue you can choose to stay silent on no matter what your excu,0,['Trump'],Twitter for iPad,17-06-2020 00:21,103,266,False
perfect this should spike the covid cases and end the season fck blacklivesmatter,0,['BlackLivesMatter'],Twitter Web App,06-04-2016 23:10,17,21322,False
finally to whomever made the do not walk stop hands into blacklivesmatter fists on many of the crosswalks downtown,0,['BlackLivesMatter'],Twitter for iPhone,12-06-2009 10:57,1265,4096,False
azie tesfai said this in june 2019 let that sink in yet just over a year later we were still fighting the same battl,0,['BlackLivesMatter'],Twitter for iPhone,23-05-2017 21:47,564,113710,False
,0,"['BlackLivesMatter', 'BLM', 'BurnLootMurder', 'Chicago', 'ChicagoScanner', 'ChicagoRiots']",Twitter Web App,25-03-2020 22:01,2225,9102,False
what happens when you return to your japanese office after appearing on national tv explaining to viewers how their country,0,['BlackLivesMatter'],Twitter for Android,07-06-2012 00:54,583,27954,False
this is not anti anything this is pro everything blacklivesmatter,0,['PortlandPolice'],Twitter for iPhone,24-08-2010 00:47,386,7660,False
waiting for this to be presented on the news schoolsreopeninguk mondaymotivaton mondaythoughts coronavirus,0,['PortlandPolice'],Twitter for Android,27-01-2014 17:36,279,8162,False
flash forward 4 years to the current day and time and you will observe that stevi is infact still hot i,0,['BlackLivesMatter'],Twitter for Android,25-09-2019 05:06,85,8450,False
after symbolically closing the doors on racism yesterday opens them anew today to commit to the promise of a,0,"['MAGA2020', 'maga', 'KAG2020', 'blm']",Twitter for Android,20-05-2019 22:56,35,848,False
as a sense of normalcy seems to be creeping back up please do not give up the fight has only begun here are some p,0,['BlackLivesMatter'],Twitter for Android,16-12-2016 12:00,287,9515,False
watch this if you still do not understand why its blacklivesmatter and not alllivesmatter,0,['BlackLivesMatter'],Twitter for Android,09-05-2020 11:53,1771,623,False
crowd arriving at portland police union portlandprotests blacklivesmatter,0,['BlackLivesMatter'],Twitter Web App,25-06-2020 22:19,146,245,False
i think about this picture a lot happy monday blacklivesmatter blackexcellence beastmorphers rpm,0,['BlackLivesMatter'],Twitter for Android,26-09-2012 12:25,1849,28136,False
this calm crowd has already been declared an unlawful assembly pdx portlandoregon oregon blacklivesmatter,0,"['BlackLivesMatter', 'BLM', 'BurnLootMurder', 'Chicago', 'ChicagoScanner', 'ChicagoRiots']",Twitter Web App,25-03-2020 22:01,2225,9102,False
black lives have always mattered we have always been important we have always meant something we have always succe,0,['BLM'],Twitter for iPhone,14-05-2011 07:24,105,17819,False
how to sleep get your zzzz s on selfcare blm mentalhealth via,0,['BlackLivesMatter'],Twitter for iPhone,29-10-2013 17:34,164,42956,False
,0,"['BlackLivesMatter', 'GarryBurns', 'IsraelFolau', 'RayleneCastle']",Unshackled Content Poster,19-02-2010 06:40,1303,468,False
as a black person i have been to harrison i was uncomfortable the entire time holding a,0,"['BlackLivesMatter', 'GarryBurns', 'IsraelFolau', 'RayleneCastle']",The Unshackled,17-09-2016 05:02,151,158,False
  my clients might be on your followers list botswana modelling africa blacklivesmatter,0,['BlackLivesMatter'],Twitter for iPhone,07-03-2020 16:08,347,61,False
this song has no title remastered 2014 by elton john americaortrump wearadamnmask,0,['BlackLivesMatter'],Twitter Web App,27-06-2020 04:51,1771,8597,False
i am your captain closer to home by grand funk railroad americaortrump wearadamnmask,0,['BlackLivesMatter'],Twitter Web App,09-04-2009 23:53,1443,57217,False
give them blm or how about that army of clowns in ga,0,['BlackLivesMatter'],Twitter for iPhone,06-11-2012 23:44,93,104029,False
justice for cornelius fredericks sign the petition via please sign this boy was kill,0,['BlackLivesMatter'],Twitter Web App,10-05-2015 10:12,123,43996,False
yes exhibition at 8 00 pm est tbd,0,['BlackLivesMatter'],Twitter Web App,16-06-2020 03:36,643,11165,False
as i have said in the past this is why people do not take blm seriously anymore because of all this cringy stuff peopl,0,['BlackLivesMatter'],Twitter for iPhone,18-08-2010 05:20,4276,127858,False
donaldtrump williambarr are using unmarked stormtroopers gestapo like tactics snipers to shoot innocent bystan,0,['BlackLivesMatter'],Twitter for iPad,17-12-2019 22:00,48,2558,False
do you agree with high school students not being able to wear black lives matter masks follow me,0,['BlackLivesMatter'],Twitter for iPhone,04-01-2017 17:59,4368,23645,False
the ipsos poll finds 52 sympathetic to blacklivesmatter protesters down 12 percentage points from mid,0,"['downtownchicago', 'Chicago', 'blm']",Twitter for iPhone,04-02-2020 11:24,38,1155,False
do your customers know you donated 1 billion dollars to blm they should all close their accounts and let you figu,0,['BlackLivesMatter'],Twitter for iPhone,30-10-2014 12:13,30,49863,False
yes these and all blacklivesmatter,0,['BlackLivesMatter'],Twitter for iPhone,07-11-2014 04:30,67,8401,False
no caption needed blm blacklivesmatter justiceforbreonnataylor fightthepower,0,"['BlackLivesMatter', 'BlackIsKing', 'chicagoriots', 'CHICAGOScanner']",Twitter for iPad,27-04-2020 17:30,25,16353,False
could not be to stop the wife spread lies your entire family pushes on the country nobody like,0,['BlackLivesMatter'],Twitter Web App,26-10-2010 03:37,832,71786,False
,0,['BLM'],Twitter for iPhone,10-04-2009 08:30,2459,106452,False
so lewishamilton and his blm virtue signalling narrative does not look very good now mercedesbenz,0,['BlackLivesMatter'],Twitter Web App,07-11-2014 07:35,160,7840,False
i have no desire nor qualifications frankly to debate this topic i would however li,0,['BlackLivesMatter'],Twitter for iPad,17-12-2019 22:00,48,2558,False
tears rolling down my face this is the meaning of mama and doing what is right blacklivesmatter,0,['BlackLivesMatter'],Twitter for iPhone,19-01-2012 23:27,1328,266051,False
,0,['BlackLivesMatter'],Twitter for iPhone,02-01-2017 05:31,3698,37645,False
day 62 this is what democracy looks like these moms are saving our democracy these moms are fearless the,0,['BlackLivesMatter'],Twitter for iPhone,19-10-2013 17:45,585,86627,False
while there were good conversations it is incredible the unwavering bond between spd supporters culp qanon proudboys and an,0,['BlackLivesMatter'],Twitter Web App,05-10-2019 21:37,162,1487,False
nowplaying d angelo and the vanguard are not that easy blacklivesmatter 差別警察処罰せよ 日本のコロナ禍は安倍総理の人災,0,"['HBDMaheshBabu', 'TwitterBestFandom']",Twitter Web App,08-08-2020 07:43,16,32,False
thejamsession freshair wcw wednesdayvibes wednesdaywisdom wednesdaythoughts wednesdaymotivation,0,['나는_샘_오취리와_연대합니다'],Twitter for iPhone,03-11-2019 13:58,337,9761,False
a lot of my fandom tweets have been getting attention lately and i love you all for it but i would love to see this get atten,0,"['BLM', 'ChicagoRiots', 'PeacefulProtests']",Twitter for Android,07-04-2009 21:22,11635,146813,False
solidarity from sacramento to the north valley support clarissa volasgis who is been locked up at the butte county jail up i,0,['BlackLivesMatter'],Twitter for Android,07-02-2019 00:29,2604,33516,False
a 2 year case that ended with no charges and no evidence for any part of the investigation blacklivesmatter love,0,['BlackLivesMatter'],Twitter for iPhone,27-11-2017 22:39,1633,11639,False
the blacklivesmatter sign has come off the bike once again as i entered yesterday and cross this new state of diverse,0,['ChicagoRiots'],Twitter for iPhone,15-01-2020 09:52,312,13755,False
white man holds blacklivesmatter sign in america s most racist town there were reactions,0,['BLM'],Twitter for iPhone,15-05-2018 21:46,5947,20909,False
also guys support these hastags i will add more when i find more blacklivesmatter blacktranslivesmatter,0,['BlackLivesMatter'],Twitter for iPhone,21-07-2019 21:02,147,24819,False
mr if your spokesperson is entanglement in some sort of a corruption surely we deser,0,['BLM'],Twitter Web App,01-02-2010 06:22,446,3212,False
blacklivesmatter bet you did not know this was being done with your donations,0,['BlackLivesMatter'],Twitter for Android,11-01-2010 21:34,2388,149000,False
the trayvon martin law stop this from happening again trayvonmartinlaw blacklivesmatter sign the petition,0,['BlackLivesMatter'],Twitter Web App,22-02-2009 22:03,31,167509,False
black lives what they matter yeah to everybody but blm blm,0,['BlackLivesMatter'],Twitter Web App,22-11-2008 19:25,8409,46157,False
during this lil recruiting event make sure you all hire people that are not ya know racist full background check o,0,"['MAGA2020', 'maga', 'KAG2020', 'blm']",Twitter for Android,20-05-2019 22:56,35,848,False
this is dreadful truly dreadful i hope his physical injuries heal soon sadly the mental scars are likely to linge,0,['BlackLivesMatter'],Twitter for iPhone,01-12-2013 19:41,662,12743,False
yes absolutely this is the question i picked for the thelearningrelay who must we become because everything that i,0,['BlackLivesMatter'],Twitter for Android,11-01-2010 21:34,2388,149000,False
absolute nonsense i am 47 and have been driving 27 years and have never once been stopped either on foot or in th,0,['BlackLivesMatter'],Twitter for iPhone,19-09-2015 13:45,4593,72050,False
just sayin retailworkersareessential blacklivesmatter policereform retailtraining blackfriday,0,['BlackLivesMatter'],Twitter for Android,21-07-2020 18:35,30,132,False
wednesday morning in portland usa blacklivesmatter,0,['BlackLivesMatter'],Twitter for iPhone,19-09-2015 13:45,4593,72050,False
she is calling the police institutionly racist those same police who took the knee for blm sackdawnbutler,0,['BlackLivesMatter'],Twitter Web App,25-04-2009 06:48,3753,58203,False
,0,"['HBDMaheshBabu', 'TwitterBestFandom', 'BlackLivesMatter']",Twitter for Android,21-04-2018 09:20,395,5161,False
federal officers offer portland protesters a get out of jail card if they give up their rights to protest,0,"['BlackLivesMatter', 'WearAMask']",Twitter for Android,07-05-2010 10:24,123,1151,False
finally reporting with lawenforcement perspective in portland thank you no matter your political bent,0,"['Resisters', 'TheResistance']",Twitter for Android,27-05-2015 21:54,4992,1249,False
5 hour bikeprotest highlight francesco chanting during one of our stops check out peacefulprotest bik,0,['BlackLivesMatter'],Twitter for Android,03-11-2017 11:00,389,556193,False
unsaid stories starts tonight at 9pm powerful shorts quick turnaround 15 minute dramas monday thursday on itv,0,['BlackLivesMatter'],Twitter for Android,20-03-2019 08:15,1007,14268,False
so by eliminating the payroll tax if he even can legally trump is defunding social security and medicare and he,0,['BlackLivesMatter'],Twitter for iPhone,01-03-2011 03:25,4834,54425,False
please take a look at this and please lift up the comments level and give some love to those brilliant speakers by gi,0,['BlackLivesMatter'],Twitter for Android,11-01-2010 21:34,2388,149000,False
antifa sues seattle over riots and are called out by teespring blm via usa,0,"['DearWhitePeople', 'BlackLivesMatter']",Twitter for Android,26-02-2020 21:31,415,28123,False
no it has never been like this ever in the history of humans belaruspresidentialelection,0,['BlackLivesMatter'],Twitter for iPhone,19-09-2015 13:45,4593,72050,False
this is west papua over 500 000 black indigenous people have been killed by the occupying indonesian military the eth,0,['BlackLivesMatter'],Twitter for Android,15-07-2015 14:07,4984,39482,False
shit is crazy these cops slacking too much blacklivesmatter,0,['MedTwitter'],Twitter Web App,03-02-2012 02:38,1101,56335,False
trump s campaign sells baby lives matter onesies in same style as the blm logo,0,['blm'],Twitter Web App,12-10-2016 20:50,496,77630,False
it would not be one sided if bbc reported other cases too but,0,"['BLM', 'AntifaTerrorists', 'Seattle']",Twitter for Android,05-04-2013 08:21,5001,214609,False
idiots the real cure is to defound the police and defou,0,['BlackLivesMatter'],Twitter Web App,08-11-2012 01:04,685,21474,False
steal your self some new teeth blacklivesmatter,0,['BlackLivesMatter'],Twitter Web App,06-09-2017 03:06,223,8315,False
thank you for all your hard work at keeping these issues high profile grenfell,0,"['Solidarity', 'BlackLivesMatter', 'icantbreathe', 'theukisnotinnocent']",Twitter for iPhone,02-11-2011 12:09,1113,4951,False
17 worst things that 2020 will be remeberberd for chaliye shuru karte hai coronavirus worstyear 2020year delhi l,0,['BlackLivesMatter'],Twitter for Android,15-07-2015 14:07,4984,39482,False
bluelivesmatter where you all at alllivesmatter where you all at the aurorapolicedepartment doing some fine police wo,0,['Bollywood'],Twitter for Android,09-04-2017 14:52,240,10444,False
tanisha anderson saytheirnames blacklivesmatter,0,['blacklivesmatter'],Twitter for iPhone,15-07-2018 04:11,542,16755,False
this is what blacklivesmatter and have created,0,"['MeToo', 'BLM']",Twitter for iPhone,11-03-2011 16:25,516,46038,False
portland police executed a dynamic push on protesters through the kenton park making several arrests this enforcem,0,['BlackLivesMatter'],Twitter for Android,15-07-2015 14:07,4984,39482,False
a federal officer sprays mace directly at me other press blacklivesmatter protests pdx portland oregon blm acab,0,['BlackLivesMatter'],Twitter for Android,19-05-2019 23:54,76,3796,False
blacklivesmatter we hea,0,['BlackLivesMatter'],Twitter Web App,20-08-2018 07:27,2893,17522,False
amazingly erudite accurate article that deserves very widespread circulation i learned a few things too had no,0,"['BLM', 'AntifaTerrorists', 'Seattle']",Twitter for Android,20-11-2012 10:05,5001,68708,False
this is what i am talking about this is the content i want to see do not let it die keep going blacklivesmatter,0,['BlackLivesMatter'],Twitter for Android,14-01-2012 12:52,682,81835,False
black lives matter archive julian irabor art artists photography photographer,0,['BlackLivesMatter'],Twitter for Android,15-07-2015 14:07,4984,39482,False
leaving this here for the ados fba crowd judasandtheblackmessiah blacklivesmatter blackpantherparty fredhampton htt,0,['BLM'],Twitter for Android,27-12-2012 14:32,176,79176,False
as an american i want to reclaimmytime that was lost to this manufactured covid19 blm hysteria i want the las,0,['BlackLivesMatter'],Twitter Web App,21-01-2016 23:06,702,56061,False
stayhome staysafe first appearance of the iron man and sinister six in tasm_annual 1 1964 first appearance of the scorp,0,['BlackLivesMatter'],Twitter for iPhone,14-09-2011 20:36,3327,166809,False
satanics killed everybody took over the area stop genocideinsoutherncameroons stop,0,['BlackLivesMatter'],Twitter for iPhone,11-02-2020 21:52,426,4551,False
used to like this lad proves himself to be more and more of a clown as it goes on being made out to be a hero in,0,['BlackLivesMatter'],Twitter for Android,20-08-2017 12:16,338,18261,False
where are you at a blm riot,0,"['BlackLivesMatter', 'BLM', 'BurnLootMurder', 'Chicago', 'ChicagoScanner', 'ChicagoRiots']",Twitter Web App,25-03-2020 22:01,2225,9102,False
mercedes benz contributed to blm so they got what they deserve,0,['BlackLivesMatter'],Twitter for iPhone,23-02-2011 15:16,3746,129194,False
my only full blooded brother is a racist last time i heard from him was when the post office accidentally forw,0,"['ChicagoRiots', 'COVID']",Twitter for iPhone,28-01-2015 11:54,6937,116250,False
blacklivesmatter yes that is absolutely the first thing i am going to tweet,0,['IStandWithDawnButler'],Twitter for Android,01-08-2014 21:04,1428,144066,False
you all can send a man to the moon but cannot figure out justice here at home blacklivesmatter,0,['BlackLivesMatter'],Twitter for iPhone,25-08-2017 05:48,6320,65905,False
nollywood winor kee us movie title blacklivesmatter,0,['BlackLivesMatter'],Twitter for Android,19-05-2019 23:54,76,3796,False
,0,['BlackLivesMatter'],Twitter for Android,07-06-2012 00:54,583,27954,False
i have a new hero blm walkaway,0,"['BLM', 'BLM']",Twitter for iPad,16-02-2012 15:44,1229,39183,False
i have watched this happen in other countries where funerals and memorial events for political dissidents are consistently,0,['BlackLivesMatter'],Twitter for iPhone,02-04-2016 23:50,2390,8681,False
since the blacklivesmatter movement has gathered steam across the you s there is been a resurgence in interest in t,0,['BlackLivesMatter'],Twitter for iPad,09-01-2018 17:59,3250,4004,False
