Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
606,3,0,3,0,1,You all forget he has his brand new baby girl at home bitch the cookies are burning
607,3,0,0,3,2,YAH has said in his word that the Mtzraymegyptians are his people and Ysrahal is his inheritance and the Kushiteethiopians
608,3,0,0,3,2,
609,3,0,3,0,1,Yo bitch on the horn Tryna shoot a porn That is T shirt worthy Tony
610,3,0,3,0,1,Yo can I sublet your pussy ShitFahdSays
611,3,0,3,0,1,Yo feet smell like my puss Whut Like flowers bitch omg
612,3,0,2,1,1,Yo mama bitch What was the ONE sentence that ended your relationship
613,3,2,1,0,0,You are not gunna do shit spear chucker
614,3,0,3,0,1,You are not my bitch is my favorite response to long texts
615,3,1,2,0,1,You and yo boys some pussy cats
616,3,0,3,0,1,
617,3,0,3,0,1,You can pull more pussy with a dodge and collect them panties alright stormy and jake
618,3,0,2,1,1,You can take someone out of the ghetto but you cannot take the ghetto out of them
619,3,1,2,0,1,You do not like us colored folks what the he will you are not colored you white fucks
620,3,0,3,0,1,
621,3,0,1,2,2,You hit no lights no line for toco bell at 2 in he morning and Dianas back in her house It is a miracle Charlie
622,6,1,5,0,1,You look cute today Really Helll no swerve hoe
623,3,0,1,2,2,You look like little birds help you get dressed in the morning
624,3,2,1,0,0,You old trout mouth ass bitch DEEEEAAAADD
625,3,1,2,0,1,You talk like a fag and your shits retarded But that is cool scro lots of tards out there living total kickass lives
626,3,0,3,0,1,You took our land so you could make each other retarded in DIAPERS Sureuse our imagecool redskins NFL concussion jokes
627,3,0,3,0,1,You are a garden rose and that bitch is a weed
628,3,0,3,0,1,You are fucked up No shit you dumb ass cunt now go post pictures if your flat ass titties on ig slut
629,3,1,2,0,1,
630,3,0,2,1,1,Your homeboy looking bad and you giving cash to them hoes
631,3,0,0,3,2,Your teeth are like the stars Aww thanks Yeah yellow and far away from each other
632,3,0,3,0,1,Yup Fuck them Playing like trash Clippers do not want to play lol
633,3,0,3,0,1,are not it time for you hoes to get out of here LOL this is what Arianas mom says to us
634,3,0,3,0,1,are we bitches
635,3,2,1,0,0,ayo i even kill handicapped and crippled bitcheslook at my scalp real close and you will see triple sixes
636,3,0,3,0,1,bitch freak my shit
637,3,0,3,0,1,bitch my vagina is a little more resilient than that
638,3,0,3,0,1,but I love him nah bitch that are not love
639,6,1,5,0,1,but pussy is the root of all drama an attribute put up in they head by they mama
640,3,0,3,0,1,call me Keyshawn Johnson because i am catchin erry hoe
641,3,0,3,0,1,captain save a hoe is the most annoying phrase
642,6,0,6,0,1,day of judgement everybody going to be looking at the big jumbotron watching me fuck this majjinn buu bitch
643,6,0,6,0,1,do not let your side bitch settle in I might have to headbutt you Evelyn
644,3,0,3,0,1,do not show me no bitch unless she look like Dolly Parton
645,3,2,1,0,0,fuck you you pussy ass hater go suck a dick and die quick Someone to me in Youtube comments I think we would be good friends
646,3,0,1,2,2,hick and raver is a venn diagram that has a very large intersection
647,6,0,6,0,1,hoes suck my dick cus i look like john stockton hit them wit the choppa luke i am your fatherrr
648,3,0,3,0,1,if i was not in a work place id deck you aye fucking right I would give you a tyson 4 combo nd end you with an uppercut Shut the fuck up bitch
649,3,0,3,0,1,if she can suck your dick with a dip in she is not only a keeper but a true redneck woman Kims Dad
650,3,0,3,0,1,i am going to rip that bitch apart rip what apart lol
651,3,0,3,0,1,its britney bitch the bible leviticus 758
652,3,1,2,0,1,niggas bitches bitch ass niggas dike ass hoes black ass and bright ass hoes fag tags and scally wags
653,3,0,3,0,1,no pussy or not tryna go to the studio do not CALL my mufuckin crib like that god Yo Word up god I will BUSS YO SHIT god word up
654,3,0,3,0,1,oh ya these hoes think they cute in skin tight cat suits assuming that they bodies to boomin to dispute
655,3,0,3,0,1,omg this bitch is fucking stupid I swear blah blah blah a week later omg ilysm bae you are my best friend I swear
656,3,2,1,0,0,on my way to fuck your bitch in the name of The Lord Mr Race
657,3,2,1,0,0,
658,3,0,3,0,1,riding with my bros still do not trust these hoes
659,3,0,3,0,1,this weekends going to be fabulous naa man you are seeing nae cunt If you do they will be koed in 2 seconds flat Hate you fuckgm
660,3,0,3,0,1,whatever you are be a good one Abraham Lincoln this quote is not for you all hoes
661,3,1,2,0,1,when guys say Latinas they mean the Kim Kardashian looking girls not you bitches that shaped like a mini fridge smell like tortillas
662,3,0,1,2,2,when rappers say twat it makes me feel weird
663,3,0,3,0,1,you better pipe your pussy down over there lmao wth does that even mean
664,3,1,2,0,1,you fucking pussy you could not even beat your dick Angry Youtube Comment
665,3,0,2,1,1,you are being a cunt right now
666,3,0,3,0,1,That son of a bitch moment when it rains and you forget your car windows are down
667,3,0,3,0,1,10ThingsThatGetsOnMyNerves Needy hoes ratchet Hoes sideline hoes Beggin hoes dumb hoes looking for love on Facebook hoes
668,6,0,6,0,1,11 get to hit any bitch on campus he wants to
669,3,0,3,0,1,1personidbitchslap Fa blowin my tl Up like a bitches spare tire leavin dairy queen
670,3,0,0,3,2,2013Faves Snoop and Justin are having so much fun at this Charlie Wilson tribute BETAwards
671,3,0,3,0,1,2013TaughtMe how pussy feels
672,3,0,3,0,1,5WordsAfterSex is that all pussy bitch
673,3,2,0,1,0,AZmonsoon lot of rain too bad it was not enough to wash away the teabagger racist white trash in the state Tcot teaparty azflooding
674,3,0,3,0,1,AlexFromTarget gets a million retweets but ChrisFromWalmart cannot even get a bitch to text him back
675,3,0,3,0,1,AlexFromTarget had them bitches wetlmmfao
676,3,0,3,0,1,AnnCoulter still calling Obama a community organizer re Syria Well she is still cunt as well So what
677,3,0,3,0,1,
678,3,0,0,3,2,AskDems Are not you embarrassed that Charlie Rangel remains in your caucus
679,6,0,6,0,1,BOB Bass over bitches bitches on his dick fishes on the dock
680,3,0,1,2,2,BREAKING AP calls Mass Governor race for Charlie Baker Watch live coverage on WCVB streaming online
681,3,0,3,0,1,
682,3,0,2,1,1,Bartending becomes a real bitch when you the bartender are way way taller than the bar was designed for Holy back pains
683,3,0,3,0,1,BestSongToHaveSexTo bitches love sosa bangbang
684,3,1,0,2,2,BigBird was made by a gay couple So yes under a GOP world the bird would not have existed since its creators would be in jail for sodomy
685,3,0,3,0,1,BitchSlapThursdays 2NITE PURE PASSION DOORS OPEN 10 But we watching the game in that bitch too
686,3,0,0,3,2,BlessJesus Amos 33 Can two walk together except they be agreed
687,3,0,0,3,2,BlessJesus Amos 510 There are those who hate the one who upholds justice in court and detest the one who tells the truth
688,6,0,0,6,2,BlessJesus The Crown of HIS head to the sole of HIS feet
689,6,0,0,6,2,BlessJesusAir Matthew 626 Look at the birds of the air and yet your heavenly Father feeds themAre you not much more valuable than they
690,3,0,0,3,2,BlessJesusLove Happy Belated SixtyFifth 65 Birthday 28 Aunt Mary Agnes Strong
691,3,0,2,1,1,Bout2GoCrazy AintNoLevelz2DisShit hungrier then a phat ho on a diet IG
692,3,1,2,0,1,BurnNotice Fi shoots bean bag rounds at the guy Hurts like a bitch do not they
693,3,3,0,0,0,California is full of white trash
694,3,2,1,0,0,California is full of white trash who moved from Oklahoma
695,3,0,3,0,1,CelebrityLeakedPhotos YEAH NOW YOU KNOW how it feels knowing the NSA is on all our phones Quit whining like muslim bitches
696,3,1,2,0,1,ChristianBale should be KISSING Moses ass for his fight with God OTHERWISE WE MIGHT ALL BE FUCKING DEAD retarded ass actor faggot
697,6,0,2,4,2,CommonQuestionIGet Why uou so ghetto
698,3,0,3,0,1,Cowboys are 61 bitches Cowboysnation another great win Ilove this team
699,3,1,2,0,1,Crack that whip cracker
700,3,2,0,1,0,DTLA is trash because of nonEuropeans are allowed to live there
701,3,1,2,0,1,DUH That is because they are possibly tucking a penis This bitch got man boobs
702,6,1,5,0,1,DearFeministMen there are easier way to get pussy wout sacrificing your man hoodbest of all they do not include losing you are self respect
703,3,1,2,0,1,DegenerateArtist Are not fuckin AROUND with Allahs retard crest I GOT BLESSED by Jesus and you are NOT NEXT you fake ass TEXT
704,3,1,2,0,1,DegenerateArtist Cannot do it ALL on CARD I am not a French Muslim retard I do not expect or demand a child bride yard cuz I got MAN DICK
705,3,0,3,0,1,DegenerateArtist Is not a bitch walks back his words Is not a WITCH who questions a TURD I am a GLITCH WHO EVOLVES YOUR ABSURD
706,3,0,3,0,1,DegenerateArtist KNOWS words Bo Jingo dangle fan slang ho ting pang lick drum swing flick alarm bic But you cannot hear fire can you
708,3,0,1,2,2,DegenerateArtist Sniffs whiffy balls involuntary cuz a FAIRY walks DOWNTOWN HAIRY climatechange all our scary sense of hillbilly sneeze
709,3,0,0,3,2,DerekJeter as a lifelong Yankees man I will miss you FirstBallot Unanimous
710,3,2,0,1,0,Dutch farmers are white trash
711,3,3,0,0,0,Dutch people who live outside of NewYorkCity are all white trash
712,3,0,0,3,2,EarlyBird early morning sunrise dawn bird thebird jerryreed Kansas City
713,3,0,0,3,2,Ebola Great and I thought the panic from bird flu was bad I really are not got time for that
714,3,0,0,3,2,Ebola is a great metaphor for how GOP teaparty policies eat off of vital organs until the host dies Tcot teabaggers
715,3,0,0,3,2,ExplainAnAnimePlotBadly Boy with a monkey tail grows up to the the savior of a futuristic yet old earth
716,3,0,3,0,1,FACT Kanye is best when a good piece of pussy fucks him over
717,3,1,2,0,1,Fact females that tweet ALL the dayum day r hoes that need attention ijs wontgetme
718,3,0,0,3,2,FemaleLogic is worse than the jig I am convinced
719,3,0,0,3,2,FireCashman Why Because I am having to root for the Royals in October Yankees
720,3,1,2,0,1,FreeElChapo is trending why cus French Montanas bitch ass you fucks that think selling drugs is cool are the LAMEST POSERS
721,3,0,3,0,1,FreeballoutPartyPart3 bitch it is going 3 mo weeks
722,3,0,3,0,1,FreshmanAdvice and if you are not a hoe get up out my traphouseeeeeeee
723,6,0,0,6,2,Glory Isaiah Mom asked me if I wanted a brownie I said no thanks She said what are fasting
724,9,0,0,9,2,HOLIDAYSEASONLIVE Shy Glizzy Feat Plies FREE THA GANG
725,3,0,1,2,2,HappyColumbusDay If is was not for AmericaKarlMarx would never have thought of sharing colonialism with injuns
726,3,0,0,3,2,HappyColumbusDay hate to sound all PETA callous and allbut buffalo had it a LOT WORSE than the injuns
727,3,0,3,0,1,Havok is one bad bitch would not want to mess with her TNA IMPACT
728,3,0,0,3,2,HellYeah No Happy Fall Pumpkin Spice Oreos are here
729,3,0,0,3,2,HelloBrookland We are here at the opening Serving free samples of cider vegan sliders brownies
730,6,0,0,6,2,HolySpirit Joshua 13 Every place that the sole of your foot shall tread upon that have I given unto you as I said unto Moses
731,3,1,2,0,1,HonestyHour in middle school hoes used to call me a Mandingo warrior
732,6,0,6,0,1,IDontHaveTimeFor Ratchet hoes
733,6,1,5,0,1,IHopeSomeday that these hoes just find their own relationship instead of ruining others
734,3,1,2,0,1,IStandWithRand Wise up RINO pussies real leaders like Rand Cruz Lee Bachmann etc actually exist Fight or go home TeaParty
735,3,0,0,3,2,IU 8 straight nation college soccer champions Wow hoosiernation hoosiers
736,3,0,0,3,2,IU should make me an honorary student id be way cooler than the other international students i have my own football card hoosiers
737,3,0,3,0,1,IfThePurgeWasReal I would be the best prostitute and madam EVER Hey if you got pussy you should not be broke right LMAO JK
738,3,0,3,0,1,IfWeDate i eat da pussy better than a lesbian
739,3,0,3,0,1,InMiddleSchool i was fat as hell and was a band faggot Thank god i played sports after 6th grade and did not stay in band
740,3,1,0,2,2,IndigenousPeoplesDay right Because these redskins had a lot of queens right nomg sofunny
741,3,1,2,0,1,IndigenousPeoplesDay HAHA You fuckin retarded commies Hunter Biden loves snortin that PYGMIE FAIRY DUST do not he liberals
742,3,2,1,0,0,Iowa is full of white trash
743,3,0,1,2,2,Iraq gov troops were handed a severe defeat by ISIS at Saqlawiya there is chatter of over 300 soldiers lost Jihadis raving about it
744,3,2,1,0,0,JesusChrist was STRAIGHT That is why the faggots killed him PERIOD SonOfGod
745,3,0,2,1,1,KanyeShrug lol Thots be like only great thing these bitches can offer
746,3,0,2,1,1,Lingo so A1 niccas be Tryn talk like me
747,3,0,3,0,1,MentionADislike hoes thinkin they bad even if they are I will tell her bitch calm down you average
748,3,0,3,0,1,MessageToMyFutureSpouse you better cook and clean for me bitch Ill give you all my money but I are not cleanin no dishes and makin my own plate
750,3,3,0,0,0,Minnesota is full of white trash
751,3,0,3,0,1,MyUnpopularOpinion Spanish bitches suck dick by 11 and have babies by 15 because they are already fine and dressing slutty
752,3,0,3,0,1,NL QYOUEEN And reminded I still do not get why Janelle Monae is so perplexed that people think she is queer
753,3,0,0,3,2,
754,3,0,2,1,1,NationalCatDay sure Celebrate over 1 BILLION bird deaths and blame it on climatechange you fuckin commies
755,3,0,0,3,2,Natitude Okay I am only going to say it once COMB yer BEARDS lol wiggers
756,6,0,0,6,2,NowPlaying BT feat Tori Amos Blue Skies radio edit on 1069TheArrow
757,3,0,0,3,2,NowPlaying Great White Once Bitten Twice Shy on 1069TheArrow
758,6,0,0,6,2,NowPlaying Ian Hunter Once Bitten Twice Shy on 1069TheArrow
759,3,0,0,3,2,NowPlaying The Doors The WASP Texas Radio and the Big Beat on 1069TheArrow
760,3,1,2,0,1,OOMEF had that YEAH i kno she pussy whipped that other nigga into putting a ring on it
761,3,1,2,0,1,OnlyInAMichaelMyersMovie bitch is running a hundred meter dash on this niqqa WHO IS ACTUALLY TAKING HIS TIME WALKING you still get killed
762,3,0,0,3,2,PDPLive is on November 10th Get your early bird tickets from
763,3,0,0,3,2,PacerNation 44 on the road Perfect way to continue after iubb have finished NBA Pacers indiana hoosiers
764,3,0,3,0,1,PeopleToAvoid Valerie Jarrett so I control my reflex to bitch slap her
765,3,1,2,0,1,PeopleWhoMadeMy2013 my little brother and i hate to admit it but and he knows why but he is still a lil bitch though fuck you
766,3,0,3,0,1,QTNA How you all bitches gon breast feed wit nipple rings
767,3,0,3,0,1,QuestionIAskMySelf why should I be slapping this hoe tuh solve something i am about to leave it aloneI never usually listen to myself
768,3,0,1,2,2,RadioFreeNorthwest 218 Covington reads responses mocks FBI Andy on Real Politics Liv on her awakening Gretchen
770,3,0,3,0,1,RayRice is a bitch JustSaying
771,3,0,3,0,1,RayRice is still a bitch got this one wrong Women fans should be livid NoExcuses
772,3,2,1,0,0,ReasonsWeCantBeTogether if you was talkin to my nig or smashed da homies
773,3,0,3,0,1,ReasonsWhyWeDontGetAlong You are a hoe Stop focusing on sucking dick focus on getting rich
774,3,0,3,0,1,RebelScience ITS ABOUT SHARING whaddup clouds It not about hogging the windturbines like a fuckin gasbag son of a bitch
775,3,2,1,0,0,RebelScience is using an ACTUAL WOMAN as a genetic engineering lab for all natural clones or something faggot rome
776,3,0,0,3,2,RedSox focus on the Orioles that knocked you out last year and not your hatred of the Yankees for umteen years LOL
777,3,0,3,0,1,Remake with granny DCYOUNGFLY Dirtymoney24 TeamIgnat HoodComedy damn that bitch a BAB that is a Big
778,3,0,0,3,2,Royals 21 Fantastic Ready for tomorrows sweep of the disposed Os Yankees 4ever except this month
779,3,0,1,2,2,Royals Milwaukee let Yost goNow they wished they had not because they suckHow about nowHe is the guy win or lose Yankees fire Girardi Yost
780,3,0,0,3,2,RuinAComedian Charlie Lapdance
781,3,0,3,0,1,RuinADessert Fairy Queen nomg I fucked Obama panties again
782,3,0,2,1,1,Shoutout to everybody that follow a nicca
783,3,0,2,1,1,Shoutout to my Exit47 niccas Salute
784,3,0,2,1,1,Shoutout to my MackTown niccas
786,3,0,3,0,1,Shoutout to my exit 47 niccas RealNiccaSalute
787,3,0,3,0,1,SignsOfCockBlockin RT Niggahs telling hoes I am down talking them just so I cannot get on FuckNiggahs
788,3,0,1,2,2,Skating is for trash
789,3,2,1,0,0,SlightlyAdjusted Alls niggers want to do is fuck tweet and drink pineapple soda all day
790,3,2,1,0,0,SomethingIGetAlot Are you asian black Hawaiian gay retarded drunk
791,3,3,0,0,0,SouthCarolina is full of white trash
792,3,0,3,0,1,SplashGang on you pussy naz ay i tried to tell naz
794,3,0,0,3,2,StopWhitePeople 9 cases of West Nile virus infections reported in Orange County this year 105 dead birds found carrying virus
795,3,0,0,3,2,
796,3,0,1,2,2,
797,3,0,0,3,2,TRUTH David is the Charlie Brown of Scandal
798,3,0,3,0,1,That son of a bitch moment when you finally get in bed and your bladder decides its time to piss
799,3,0,2,1,1,That son of a bitch moment when you turn the radio on and your favorite song is on but its the end of the song
800,3,0,3,0,1,That son of a bitch moment when your walking through your house in the dark and stub your little toe on the wall
801,3,0,3,0,1,ThatFuckMeMoment when you leave your car windows down and it rains in your car and looks like hurricane katrina ran through that bitch
802,3,0,3,0,1,TheMostAnnoyingThingsInLife people who are NEVER happy and bitchnmoan 100 of the time
803,3,2,1,0,0,ThingsIWillTeachMyChild how to play deez niggas n bitches dat be snakes
804,3,0,3,0,1,ThingsNotToDoOnAFirstDate give her all da dick YOU got to half stroke da pussy because if you dump dick on dat bitch she gon become extremely anoyin
805,6,0,6,0,1,TjohnGang lil bitch follow me
806,3,0,3,0,1,ToMyFutureSon You can fuck dem hoes but you better not love dem hoes
807,3,2,1,0,0,TrayvonMartin referred to Zimmerman as a creepy ass cracker Racist thug
808,3,2,1,0,0,
809,3,0,3,0,1,TweetLikeYourBestfriend I made out with 3 bitches
810,6,0,4,2,1,UMightNotGetIn fucc nicca BeerandTacOS WeTheLastOnesLeft
811,3,3,0,0,0,VinitaHegwood can get a job at the naacp Or as The AG I hear they like diversity and tolerance As long as you are not a cracker tcot
812,3,2,1,0,0,Virginia is full of white trash
814,9,1,0,8,2,WeAreRepublicNotRegime POTUS BO violated USA sovereignty wopen borderJihadiscriminaldiseasedHaitiansSAmericans ImpeachObama
815,3,2,1,0,0,WestVirginia is full of white trash
816,3,0,0,3,2,WhatImCraving Peanut Butter Oreos 3
818,3,0,3,0,1,WhatWouldYouChangeAboutYourPast the hoes I wasted time with
819,3,0,3,0,1,WhyIHateInstagram it can make a bitch cheat up to four points on the scale of 1 to 10
820,3,0,0,3,2,WorldSeriesGame3 Hunter Pence is so annoying he should be a Red Sox player Shave fool and take your Vyvanse Yankees 2015
821,3,0,0,3,2,
822,3,0,0,3,2,Yankees FireCashman I do not want Arod back
823,3,0,0,3,2,Yankees Jeter Let him play the entire inning That is fitting
824,3,0,0,3,2,Yankees SEC Robertson in Guy is fantastic SEC pitcher
825,3,0,0,3,2,Yankees 3 Astros 0 McCarthy outduels Keuchel in series finale
826,3,0,0,3,2,Yankees 60 Nine straight hits Price Not your night
827,3,1,0,2,2,Yankees Damn you DirectTv blackout the Yankee game With a freaking WALK OFF You are killing me satellite douche
828,3,0,0,3,2,Yankees Damn Well Joe that move to the bullpen really helped
829,3,0,0,3,2,Yankees I are not complaining about the Royals win or lose game7 They showed heart AL ride or die No flex zone They earned it
830,3,0,0,3,2,Yankees I went to Golds with Cruz in 2010 when he was a Sound No upper lower body strength Hmm now 40 HR hitter Will not say the S word
831,3,0,0,3,2,Yankees If Royals have a fire sale I want the whole team Leave Gardner and Tanaka The rest can please go Along with Joe and Cash
832,3,0,0,3,2,Yankees Nice bounce back Kay Got To keep this going
833,3,0,0,3,2,Yankees Pineda needed that 67 Great play
834,3,0,0,3,2,Yankees Primo Just got home and the Tanks are on MLB Finally And they are winning Even better Time to get serious Sept call up time
835,3,0,0,3,2,Yankees got beaten by a thug
836,3,0,0,3,2,Yankees take all three games in MoTown I am callin it MLB
837,3,0,0,3,2,Yankees wasted Nu ezs season rays mlb
838,3,0,3,0,1,YesWeDid start building windturbines SO FUCKIN BIG they can kill a whole flock of birds in one go
839,3,0,3,0,1,YesWeDid tattoo our bitches to corrupt as many men as possible to Egypt and being a cattle prod vote
840,3,1,2,0,1,YouWillNotBeTakenSeriouslyIf you are proud to be white trash KedollarSignHa
841,3,0,3,0,1,agreed There are a few badd ones but i do not knowmixxed bitches is really where its at though
842,3,0,3,0,1,anywere LA palm trees and great weather Any were else horrible weather and no bitches
843,3,0,3,0,1,bad ass local bitches
844,3,0,3,0,1,
845,3,0,2,1,1,bslfe in this bitch PullUp 40st and Washington space A80
847,3,0,3,0,1,creamteam leaving hoes w cockbreath
848,3,0,0,3,2,drunk trash trashed wasted The Draught Horse
849,3,1,2,0,1,faggots KILLED jesuschrist HELLO But whatever Go ahead gaymarriage yourself into Pharaohs pockets
850,3,2,0,1,0,faggots are MERELY a scientific indicator that SOMETHING IS WRONG Do not celebrate as unique indiviuals for they are cancer
851,3,3,0,0,0,firefighter is a job for white trash
852,3,0,1,2,2,foxnews cuts away when a Democrat talks and claim to be fair and balanced LMAO network full of teabaggers and liars
853,3,0,0,3,2,gouache inktober oldpainting mt tiki wahine surf monkey bright happysunday peace wishing
854,3,0,3,0,1,honestyhour we do not love these hoes
855,3,0,3,0,1,
856,3,0,0,3,2,hoosier fans is cody zeller nominating for this years NBA draft iubb
857,3,0,3,0,1,illNeverUnderstandWhy anyone from Jersey Shore is famous I should go be a guido shitbag if it means money for my family
858,3,0,3,0,1,inktober twentysix gouache mt snappy pappy and his bitch 35x25 good thing sable paintbrushes
859,3,0,0,3,2,inners Still hanging in Yankees we need this win NFL It is not SUNDAY
860,3,0,0,3,2,
861,6,0,6,0,1,klokus this bitch has his nose pierced
862,3,0,3,0,1,longhair do not care got my gayboyproblems everywhere I am a bitch I am a champ I am totally full of
863,3,0,1,2,2,
864,3,2,0,1,0,milesthompson goauche wetback ca
866,3,0,2,1,1,morningjoe prove him wrong righties Liberals use facts cons use emotions to make decisions Facts be damned should be the teabagger motto
867,3,0,0,3,2,mt commission gouache tiki wahine monkey tubed surfing wavesliding waterwalker notkook
868,3,0,0,3,2,mt goauche monkey oldpainting vinyl jazz lounge
869,3,0,0,3,2,mt browngal gouache monkey tiki
870,3,0,2,1,1,nationaldoughnutday bitch GET AT ME
871,3,0,3,0,1,nowplaying witcha bitch pussy pussy inda hood ona sofawit plastic on it
872,3,0,0,3,2,np Shy Glizzy Awwsome Remix Feat 2 Chainz AAP Rocky via
873,3,0,3,0,1,oomf can get it but I am chilling till da bitch hit me up
874,3,0,3,0,1,pause but niggas is bitches though Boy niggaz b so bitch made you cud kiss them n da mouth
875,3,0,0,3,2,philhughes nyy better then YOU ARE whole team
876,3,0,3,0,1,
877,3,0,3,0,1,pornandroidiphoneipadsexxxx Anal BBC Anal creampie bitch
878,3,1,2,0,1,pornandroidiphoneipadsexxxx Anal Blonde tranny ass fucked
879,3,1,2,0,1,pornandroidiphoneipadsexxxx Anal Hardcore british queer anal pounding
880,3,0,3,0,1,pornandroidiphoneipadsexxxx BBW Brazilian BBW Babe Drilled in pussy and ass
881,3,0,3,0,1,pornandroidiphoneipadsexxxx Babe ebony babe pussy
882,3,0,3,0,1,pornandroidiphoneipadsexxxx Beach Caught a girl rubbing her pussy in nude beach
883,3,0,3,0,1,pornandroidiphoneipadsexxxx BigTits Cute preggie slut big tits plays with swollen pussy
884,3,0,3,0,1,pornandroidiphoneipadsexxxx Close Up Another pussy close up
885,3,0,3,0,1,pornandroidiphoneipadsexxxx CloseUp Squirting pussy and fingered asshole
886,3,0,3,0,1,pornandroidiphoneipadsexxxx CloseUp amateur pussy player milf close up
887,3,0,3,0,1,pornandroidiphoneipadsexxxx CloseUp cumshot on beauty pussy closeup
888,3,0,3,0,1,pornandroidiphoneipadsexxxx CloseUp pussy fuck close up
889,3,0,3,0,1,pornandroidiphoneipadsexxxx CreamPie Young Japanese girl s hairy cunt cre
890,3,0,3,0,1,pornandroidiphoneipadsexxxx Desi Spicy Oriental Paki Brunette sucks an un
891,3,0,1,2,2,pornandroidiphoneipadsexxxx Desi paki
892,3,0,1,2,2,pornandroidiphoneipadsexxxx Desi paki
893,3,0,3,0,1,pornandroidiphoneipadsexxxx Ebony ebony texas bbw with big deep pussy
894,3,0,3,0,1,pornandroidiphoneipadsexxxx Erotic Erotic and wild tits and pussy fucking
895,3,0,3,0,1,pornandroidiphoneipadsexxxx Facial Blonde tranny whore gets rammed and facialized
896,3,0,3,0,1,pornandroidiphoneipadsexxxx Fisting Dude fists his wife s big pussy
897,3,0,3,0,1,pornandroidiphoneipadsexxxx Fisting More lovely sounds of fisting a loose pussy
898,3,0,2,1,1,pornandroidiphoneipadsexxxx Fisting Whipped Cream Fisting
899,3,0,3,0,1,pornandroidiphoneipadsexxxx Hairy 21 year old hairy pussy cumming on fingers
900,3,0,3,0,1,pornandroidiphoneipadsexxxx Hairy Hairy Florence shoves a dildo in her hairy red pussy
901,3,0,3,0,1,pornandroidiphoneipadsexxxx Hairy Hairy pussy
902,3,0,3,0,1,pornandroidiphoneipadsexxxx Hairy hairy pussy
903,3,0,3,0,1,pornandroidiphoneipadsexxxx HandJob Hand job and cum on rubber pussy
904,3,0,3,0,1,pornandroidiphoneipadsexxxx HiddenCams Amateur boy fucking bitch hiddencam
905,3,0,3,0,1,pornandroidiphoneipadsexxxx HiddenCams Candid pussy shots from a hidden c
906,3,0,3,0,1,pornandroidiphoneipadsexxxx HomeMade Home made My wife rubbing her pussy
907,3,0,3,0,1,pornandroidiphoneipadsexxxx HomeMade Using my submissive bitch outdoor Home made amateur
908,3,0,3,0,1,pornandroidiphoneipadsexxxx Italian my baby pussy
909,3,1,2,0,1,pornandroidiphoneipadsexxxx Japanese Pretty young Japanese girl s hot cunt fucked c
910,3,0,3,0,1,pornandroidiphoneipadsexxxx Japanese Young Japanese girl s hairy cunt creampied
911,3,0,3,0,1,pornandroidiphoneipadsexxxx Korean korean girlfriend pussy
912,3,0,3,0,1,pornandroidiphoneipadsexxxx Latina Latina chick gets her pussy pumped
913,3,0,3,0,1,pornandroidiphoneipadsexxxx Latina Latina mature Big pussy
914,3,0,3,0,1,pornandroidiphoneipadsexxxx Latina Latina with tight pussy
915,3,0,3,0,1,pornandroidiphoneipadsexxxx Lesbian Lesbian girl eating pussy
916,3,0,3,0,1,pornandroidiphoneipadsexxxx Lingerie Bitch in lingerie getting her wet cunt pounded
917,3,0,3,0,1,pornandroidiphoneipadsexxxx Masturbation A very hot black tranny is mastu
918,3,0,3,0,1,pornandroidiphoneipadsexxxx OldYoung Old bitch pleases hotlooking young stud
919,3,0,3,0,1,pornandroidiphoneipadsexxxx OldYoung german milf getting young and old cock in her pussy
920,3,0,3,0,1,pornandroidiphoneipadsexxxx SmallTits Small tits ghetto whore fucking with not her stepdad
921,3,0,1,2,2,pornandroidiphoneipadsexxxx Teen Cutie lesbian teens toy slits
923,3,0,3,0,1,pornandroidiphoneipadsexxxx XXX Hairy Alicia Silver Tinslee Reagan hairy pussy
924,3,0,3,0,1,pornandroidiphoneipadsexxxx XXX homemade pussy eating
925,3,0,0,3,2,portlandia putabirdonit The Xbox One would be so much cooler if they put a bird on it
926,3,0,3,0,1,real Do not tell me if my gf was a hoe before me if I am happy
927,3,0,2,1,1,realtalk if you a hoe an try to get serious with someone do not expect to be anything more then a piece of meat to them
928,3,0,1,2,2,redneck tow truck johndeere 4455 america
929,3,0,0,3,2,rejectedpeanutsspecials Its The Grape Crackhead Charlie Brown
930,3,0,1,2,2,southcarolina has a highschool graduation rate near 50 and that is why they have so many uninformed teabaggers morningjoe
931,6,0,1,5,2,stateoftheunion would last 15mins if they let the President talk all that standing up clapping is for the birds
932,3,0,3,0,1,tbt me being a bad bitch
933,4,0,1,3,2,tbt my precious gook baby
934,3,0,3,0,1,tbt to when i used to be good at rappingnow i am about to bitch
935,3,0,0,3,2,
936,3,1,0,2,2,teabagger state like mississippi opposed to minimum wage child labor laws unions is proscab sweatshop work pretty much SLAVERY
937,3,0,3,0,1,throwback to being bitches drinking Mikes because we sucked
938,3,0,0,3,2,tikiti rough mock for the base of what will eventually be an ashtray Tiki Ti
939,3,0,3,0,1,truefriendtuesday my bitch
940,3,0,3,0,1,tweetlikelexi Nah we not going to sit down we going to walk it out bitch
941,3,1,2,0,1,ultimatepickupline bitch get naked Works 10 times out of 10 if she is drunk
